0, 0, 0
100, 100, 2970
 45, 43, 0
 44, 44, 0
 43, 44, 0
 43, 44, 0
 42, 44, 0
 42, 43, 0
 53, 43, 0
 52, 43, 0
 52, 44, 0
 51, 43, 0
 50, 44, 0
 49, 44, 0
 49, 44, 0
 48, 44, 0
 47, 44, 0
 47, 44, 0
 46, 44, 0
 58, 43, 0
 57, 43, 0
 56, 44, 0
 56, 44, 0
 55, 43, 0
 54, 43, 0
 53, 43, 0
 53, 43, 0
 52, 43, 0
 51, 44, 0
 51, 44, 0
 50, 43, 0
 49, 43, 0
 49, 44, 0
 48, 43, 0
 47, 43, 0
 46, 44, 0
 55, 43, 0
 54, 43, 0
 53, 43, 0
 53, 44, 0
 52, 44, 0
 51, 44, 0
 51, 44, 0
 50, 44, 0
 49, 43, 0
 49, 43, 0
 48, 44, 0
 59, 43, 0
 58, 43, 0
 57, 43, 0
 56, 44, 0
 55, 43, 0
 55, 43, 0
 54, 43, 0
 53, 43, 0
 52, 43, 0
 51, 43, 0
 51, 43, 0
 50, 43, 0
 49, 43, 0
 49, 44, 0
 48, 43, 0
 47, 43, 0
 47, 43, 0
 57, 43, 0
 56, 43, 0
 55, 43, 0
 54, 43, 0
 54, 43, 0
 53, 43, 0
 52, 43, 0
 52, 44, 0
 51, 43, 0
 50, 43, 0
 50, 44, 0
 49, 44, 0
 48, 43, 0
 47, 43, 0
 47, 43, 0
 46, 43, 0
 45, 43, 0
 45, 44, 0
 53, 44, 0
 53, 43, 0
 52, 44, 0
 51, 43, 0
 50, 44, 0
 50, 43, 0
 49, 43, 0
 48, 44, 0
 48, 43, 0
 47, 43, 0
 46, 44, 0
 46, 43, 0
 45, 43, 0
 55, 43, 0
 54, 43, 0
 53, 43, 0
 52, 44, 0
 51, 43, 0
 51, 43, 0
 50, 43, 0
 49, 43, 0
 49, 43, 0
 48, 43, 0
 47, 43, 0
 47, 43, 0
 46, 43, 0
 54, 43, 0
 54, 43, 0
 53, 43, 0
 52, 43, 0
 51, 43, 0
 51, 44, 0
 50, 43, 0
 49, 43, 0
 48, 43, 0
 48, 44, 0
 47, 44, 0
 46, 43, 0
 45, 43, 0
 44, 43, 0
 44, 43, 0
 43, 43, 0
 42, 43, 0
 41, 43, 0
 41, 43, 0
 40, 43, 0
 40, 43, 0
 39, 43, 0
 38, 43, 0
 38, 43, 0
 38, 43, 0
 37, 44, 0
 36, 43, 0
 36, 43, 0
 35, 43, 0
 35, 44, 0
 35, 44, 0
 34, 43, 0
 34, 43, 0
 43, 43, 0
 42, 43, 0
 41, 43, 0
 41, 44, 0
 40, 43, 0
 39, 43, 0
 39, 44, 0
 38, 43, 0
 38, 44, 0
 37, 43, 0
 37, 43, 0
 45, 43, 0
 45, 44, 0
 44, 44, 0
 43, 44, 0
 42, 43, 0
 42, 43, 0
 41, 44, 0
 41, 43, 0
 40, 43, 0
 49, 44, 0
 48, 43, 0
 47, 44, 0
 47, 44, 0
 46, 43, 0
 45, 43, 0
 44, 43, 0
 44, 43, 0
 43, 44, 0
 42, 43, 0
 41, 44, 0
 41, 43, 0
 40, 43, 0
 39, 44, 0
 39, 43, 0
 38, 43, 0
 37, 43, 0
 37, 43, 0
 37, 43, 0
 36, 43, 0
 36, 44, 0
 48, 44, 0
 47, 43, 0
 46, 43, 0
 46, 43, 0
 45, 43, 0
 44, 43, 0
 43, 43, 0
 43, 44, 0
 42, 43, 0
 41, 43, 0
 41, 43, 0
 40, 44, 0
 40, 43, 0
